Date : 2023-02-20 19:35:29
Directory : d:\flutter_projects\main\youtube-flutter-clone
Total : 82 files,  2527 codes, -180 comments, 317 blanks, all 2664 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
+----------+------------+------------+------------+------------+------------+
| Dart     |         79 |      2,518 |       -183 |        315 |      2,650 |
| Swift    |          1 |          4 |          0 |          0 |          4 |
| YAML     |          1 |          3 |          3 |          0 |          6 |
| Groovy   |          1 |          2 |          0 |          2 |          4 |
+----------+------------+------------+------------+------------+------------+

Directories
+----------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| path                                                                                                                                         | files      | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| .                                                                                                                                            |         82 |      2,527 |       -180 |        317 |      2,664 |
| . (Files)                                                                                                                                    |          1 |          3 |          3 |          0 |          6 |
| android                                                                                                                                      |          1 |          2 |          0 |          2 |          4 |
| android\app                                                                                                                                  |          1 |          2 |          0 |          2 |          4 |
| lib                                                                                                                                          |         79 |      2,518 |       -183 |        315 |      2,650 |
| lib (Files)                                                                                                                                  |          2 |         -6 |       -458 |          5 |       -459 |
| lib\core                                                                                                                                     |          8 |         16 |          0 |          7 |         23 |
| lib\core\functions                                                                                                                           |          4 |         -1 |          0 |          6 |          5 |
| lib\core\functions (Files)                                                                                                                   |          3 |        -11 |          0 |          2 |         -9 |
| lib\core\functions\reformat                                                                                                                  |          1 |         10 |          0 |          4 |         14 |
| lib\core\resources                                                                                                                           |          1 |          1 |          0 |          0 |          1 |
| lib\core\utility                                                                                                                             |          2 |         12 |          0 |          1 |         13 |
| lib\core\widgets                                                                                                                             |          1 |          4 |          0 |          0 |          4 |
| lib\data                                                                                                                                     |         27 |        328 |        235 |         65 |        628 |
| lib\data\data_sources                                                                                                                        |          7 |         59 |        220 |          9 |        288 |
| lib\data\data_sources\remote                                                                                                                 |          7 |         59 |        220 |          9 |        288 |
| lib\data\data_sources\remote\api                                                                                                             |          7 |         59 |        220 |          9 |        288 |
| lib\data\data_sources\remote\api\channel                                                                                                     |          1 |         30 |          0 |          1 |         31 |
| lib\data\data_sources\remote\api\search                                                                                                      |          1 |         19 |          0 |          7 |         26 |
| lib\data\data_sources\remote\api\search\auto_complete_search                                                                                 |          1 |         19 |          0 |          7 |         26 |
| lib\data\data_sources\remote\api\single_video                                                                                                |          2 |          2 |          0 |          0 |          2 |
| lib\data\data_sources\remote\api\single_video (Files)                                                                                        |          1 |          1 |          0 |          0 |          1 |
| lib\data\data_sources\remote\api\single_video\commet                                                                                         |          1 |          1 |          0 |          0 |          1 |
| lib\data\data_sources\remote\api\videos                                                                                                      |          3 |          8 |        220 |          1 |        229 |
| lib\data\models                                                                                                                              |         13 |        201 |         14 |         45 |        260 |
| lib\data\models\channel_details                                                                                                              |          4 |         40 |          5 |          8 |         53 |
| lib\data\models\channel_details (Files)                                                                                                      |          3 |         20 |          4 |          3 |         27 |
| lib\data\models\channel_details\channel_sub_details                                                                                          |          1 |         20 |          1 |          5 |         26 |
| lib\data\models\common                                                                                                                       |          2 |         21 |          4 |          9 |         34 |
| lib\data\models\common\thumbnail_details                                                                                                     |          2 |         21 |          4 |          9 |         34 |
| lib\data\models\searched_video_details                                                                                                       |          3 |        106 |          4 |         23 |        133 |
| lib\data\models\suggestion_texts                                                                                                             |          1 |          6 |          0 |          3 |          9 |
| lib\data\models\videos_details                                                                                                               |          3 |         28 |          1 |          2 |         31 |
