Date : 2023-03-01 19:57:00
Directory : d:\flutter_projects\main\youtube\flutter-full-youtube-clone
Total : 375 files,  28594 codes, 1392 comments, 3973 blanks, all 33959 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\app\src\profile\AndroidManifest.xml                                                              | XML        |          4 |          4 |          1 |          9 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\build.gradle                                                                                     | Groovy     |         27 |          0 |          5 |         32 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\gradle.properties                                                                                | Properties |          3 |          0 |          1 |          4 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\gradle\wrapper\gradle-wrapper.properties                                                         | Properties |          5 |          0 |          1 |          6 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\android\settings.gradle                                                                                  | Groovy     |          8 |          0 |          4 |         12 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\americanexpress-light-large.svg                                                             | XML        |          8 |          0 |          1 |          9 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\arrow-left.svg                                                                              | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\arrow-up.svg                                                                                | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\bell.svg                                                                                    | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\big-star.svg                                                                                | XML        |          3 |          0 |          1 |          4 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\calendar.svg                                                                                | XML        |          8 |          0 |          1 |          9 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\camera.svg                                                                                  | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\chevron-right.svg                                                                           | XML        |          3 |          0 |          1 |          4 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\chrome.svg                                                                                  | XML        |          9 |          0 |          1 |         10 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\cirrus-light-large.svg                                                                      | XML        |         12 |          0 |          1 |         13 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\close.svg                                                                                   | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\compass.svg                                                                                 | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\discover-light-large.svg                                                                    | XML        |         16 |          0 |          1 |         17 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\edit.svg                                                                                    | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\eye-off.svg                                                                                 | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\eye.svg                                                                                     | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\eye_on.svg                                                                                  | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\facebook.svg                                                                                | XML        |          3 |          0 |          1 |          4 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\favorite.svg                                                                                | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\folder-plus.svg                                                                             | XML        |          7 |          0 |          1 |          8 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\globe.svg                                                                                   | XML        |          7 |          0 |          1 |          8 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\heart.svg                                                                                   | XML        |          3 |          0 |          1 |          4 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\help-circle-big.svg                                                                         | XML        |          7 |          0 |          1 |          8 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\help-circle.svg                                                                             | XML        |          7 |          0 |          1 |          8 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\home-black.svg                                                                              | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\home.svg                                                                                    | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\instagram.svg                                                                               | XML        |          7 |          0 |          1 |          8 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\like.svg                                                                                    | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\maestro-light-large.svg                                                                     | XML        |         12 |          0 |          1 |         13 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\mail (1).svg                                                                                | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\mail.svg                                                                                    | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\map-pin (1).svg                                                                             | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\map-pin-small.svg                                                                           | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\map-pin.svg                                                                                 | XML        |          6 |          0 |          1 |          7 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\mastercard-light-large.svg                                                                  | XML        |         12 |          0 |          1 |         13 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\menu-chart.svg                                                                              | XML        |          7 |          0 |          1 |          8 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\menu-vertical.svg                                                                           | XML        |          7 |          0 |          1 |          8 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\menu.svg                                                                                    | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\YouTube-Logo.wine.svg                                                                   | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\YouTube_Logo.svg                                                                        | XML        |         20 |          0 |          0 |         20 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\alarm.svg                                                                               | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\bell.svg                                                                                | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\broadcast.svg                                                                           | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\home_house.svg                                                                          | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\home_unselected.svg                                                                     | XML        |        108 |          0 |          1 |        109 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\navigation.svg                                                                          | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\notifications-active.svg                                                                | XML        |          1 |          0 |          0 |          1 |
| d:\flutter_projects\main\youtube\flutter-full-youtube-clone\assets\icons\new\notifications_black.svg                                                                 | XML        |          1 |          0 |          0 |          1 |
